PC1,PC2,Cluster
2.879021686317921,-1.8199982405878397,-1
2.458766666729325,1.8114993787878837,-1
2.2837581355247307,-1.2855800004371734,-1
1.8226546898453249,-0.0539688159499458,-1
3.3736689401998725,0.5027625548032842,-1
0.7999893106576976,2.1220981174400277,-1
-0.9373732602163866,2.3775330911202333,-1
2.4749388541574087,-1.5473676692193483,-1
-0.3118711726009934,-2.369532581793745,-1
2.005617594295674,0.2067277839106367,-1
2.2207535799464404,-1.3101658937033878,-1
-0.8458780697340499,-2.4193737361248906,-1
-0.5981230429045711,-2.3544213927964623,-1
2.742966985511907,-1.2492084665631753,-1
-1.841056115970316,-1.895035017217945,-1
2.278432574295854,-1.5844138510683492,-1
-0.1866155666012667,2.535678623155877,-1
-1.8031087782542816,1.160106174404974,-1
1.863786988883872,-0.0812396551923733,-1
-1.0524403370441249,-2.337896357025246,-1
2.055233340326877,-1.0510747737922572,-1
2.5200155280831225,2.068167320050719,-1
3.531461923260093,-0.8277544568382684,-1
2.152259882006152,1.2539143723212216,-1
-1.202771746387314,2.1517144843414515,-1
1.8507018289396235,1.0731232624442677,-1
1.8918093741088848,-0.5909510908676845,-1
2.7073462610151964,1.0160497033011826,-1
1.730144177187818,-1.5569186787831313,-1
3.436550598470797,-1.2753596230746735,-1
3.442429154149168,-0.9414284233430064,-1
-1.7170002088770553,-1.405056491641529,-1
-0.1043790812691936,-2.4938726577514303,-1
1.843665165551135,-1.6702886182268146,-1
0.3927359347853644,-2.5648660007077826,-1
2.141283165588618,1.2455559620598071,-1
3.2965055779343744,-0.9622777790255108,-1
-0.6913527366374442,-2.3473339301612346,-1
1.6785952693084838,-0.8512741358191861,-1
3.628935319624849,-1.1331440212774142,-1
0.2668563644837198,2.376679606982895,-1
3.1540306079982616,1.5688581834714694,-1
1.9723827764971624,1.6059338280404214,-1
1.7960072110014629,-0.3323068971653544,-1
2.864636232523984,-1.889018568252017,-1
0.3800035241433379,-2.3411423629725747,-1
2.226926690174938,1.6302613427021293,-1
1.6565614135610782,1.1629897086436305,-1
2.853003870584374,-1.4076483142179157,-1
2.322685829523942,-1.1374135018067342,-1
2.0798471921950803,1.6990507114527844,-1
1.3883305496804443,-0.5079373494927327,-1
-1.748977756584296,-1.2914978530174586,-1
2.7699341181189787,-1.3727277582507929,-1
1.1417908063701057,2.160488315062748,-1
-0.8306970317640131,2.6520733210753247,-1
3.1901433968839266,1.7013713592335946,-1
1.25276661051701,1.789441102481867,-1
3.342150830922256,1.0064998878557525,-1
2.383236305400548,1.63216776414141,-1
3.2496911343295034,1.1716533400844518,-1
1.9083032714295367,-1.6846520911015626,-1
0.5891681514788479,-1.8410451419905276,-1
1.3635831371457,0.294664491029215,-1
1.7948862368851777,-1.4249254973773386,-1
1.411588783999702,0.04143214586026,-1
1.8703412322995083,-1.2300018735391591,-1
2.266058803120635,-1.0991609231554729,-1
3.24607230337013,-1.6808412912519677,-1
-1.6242494464256048,-2.134015980245501,-1
1.7726417381914128,-0.8778362815248943,-1
2.866307465781319,-1.9357639389888328,-1
2.962091438783317,-1.854918796554962,-1
-0.5973439507117383,-2.36610007127109,-1
2.763885337759916,-2.0071682711393946,-1
0.8596513997213187,2.2401747521798727,-1
3.212438427839144,-1.7098298527532894,-1
2.008989198078245,-1.049472379414031,-1
3.495020385558506,-0.3886655916292678,-1
-0.1531112319252161,-2.426050209565908,-1
3.340804308426022,-1.364000770104397,-1
3.2451710672529166,-1.47602993092168,-1
-1.7898450519596143,-1.8593328511426643,-1
1.2795648211897648,2.0365951653138628,-1
2.450419595495363,1.87548156440386,-1
-0.3143124029984492,-2.4808532006504023,-1
3.2980156815637294,-1.4792771309873611,-1
1.3433204304197672,0.5628956313099183,-1
3.5786449845831614,-1.0419642161426357,-1
3.6191835311425584,0.0974728229536964,-1
2.3226443923152016,1.5569538262596057,-1
3.2118317462720567,1.101477544250848,-1
1.328856875402939,-0.6649940072118437,-1
-1.7562167827899104,1.50970245147588,-1
-1.7738169528128531,-1.999006557687549,-1
2.616938381503527,-1.630073584635951,-1
2.4589484379678708,-1.4154899672703167,-1
-1.62257821316827,-2.1807613509823165,-1
3.4743541134655964,-0.8578984865090161,-1
3.634043328799709,0.3673792741840648,-1
2.0072607890118883,-1.3266243356217098,-1
1.879988048019769,1.254057271468967,-1
2.2673208646497103,1.456676412064483,-1
2.517621075695602,1.7793060285301092,-1
3.4182509442438813,0.3781608630937731,-1
2.642225185800552,-1.5371028375186533,-1
3.1716259865834,1.2360824519092284,-1
-1.791807351075647,-1.248781444030576,-1
